10  5  1
5
	0	28	1	39	2	54	3	9	4	64
	0	99	1	46	2	47	3	94	4	81
	0	87	1	10	2	78	3	19	4	62
	0	74	1	51	2	11	3	54	4	2
	0	40	1	30	2	99	3	84	4	9
	0	67	1	78	2	60	3	33	4	16
	0	60	1	21	2	30	3	69	4	50
	0	90	1	14	2	77	3	89	4	20
	0	34	1	80	2	22	3	75	4	21
	0	41	1	28	2	75	3	51	4	14
SSD
M0
0	36	9	3	16	23	7	42	6	31
47	0	46	46	32	41	13	32	28	10
44	30	0	21	14	41	48	24	1	45
4	33	45	0	27	2	23	9	30	17
3	7	14	26	0	28	49	4	5	26
18	3	11	14	4	0	5	41	23	9
34	12	3	13	32	21	0	38	22	35
28	19	30	40	17	34	33	0	32	15
41	17	39	15	24	10	23	22	0	44
5	25	30	45	32	28	6	28	44	0
M1
0	14	2	25	19	45	29	41	26	46
11	0	34	43	22	31	45	32	11	30
31	22	0	1	27	16	17	24	3	4
36	21	41	0	38	16	35	46	37	23
42	8	41	26	0	44	38	42	9	29
11	22	29	28	23	0	5	2	7	45
12	22	46	8	36	34	0	27	9	36
48	48	25	17	12	5	22	0	8	38
6	33	23	11	13	24	14	41	0	8
36	45	31	2	49	49	25	18	38	0
M2
0	6	4	28	32	31	14	6	26	4
2	0	3	38	12	42	33	23	11	46
49	23	0	25	5	16	29	7	32	38
22	30	9	0	42	33	47	36	21	17
45	35	16	9	0	33	44	46	28	13
47	8	32	15	27	0	33	41	19	5
26	34	34	16	10	2	0	43	31	2
25	17	34	18	49	8	36	0	40	1
41	32	38	23	2	34	38	27	0	15
24	23	44	18	27	15	2	26	29	0
M3
0	4	34	12	25	9	40	43	16	2
1	0	11	40	45	49	10	44	22	9
9	14	0	15	20	16	24	45	32	8
9	12	1	0	24	10	44	23	43	1
4	1	31	11	0	17	21	5	24	2
23	18	1	32	30	0	45	21	4	17
42	28	40	33	30	39	0	2	21	20
32	2	28	31	42	6	24	0	5	15
28	44	3	13	30	8	44	7	0	46
36	11	15	1	20	43	47	19	9	0
M4
0	41	8	22	22	4	10	34	15	3
12	0	14	19	11	33	13	36	25	34
11	9	0	14	8	31	37	38	32	33
23	42	9	0	5	6	4	2	16	33
10	43	43	10	0	23	45	5	42	20
37	18	44	4	14	0	24	5	49	35
46	46	46	36	5	18	0	31	3	40
47	41	13	27	1	24	23	0	22	41
41	6	34	43	26	11	6	48	0	31
31	5	38	21	13	42	37	40	14	0
