8  5  1
5
	0	89	1	34	2	26	3	11	4	84
	0	29	1	85	2	54	3	57	4	49
	0	27	1	40	2	11	3	78	4	95
	0	30	1	37	2	38	3	23	4	14
	0	7	1	87	2	29	3	6	4	100
	0	50	1	73	2	20	3	33	4	91
	0	89	1	92	2	95	3	34	4	98
	0	23	1	39	2	93	3	56	4	72
SSD
M0
0	50	82	86	12	9	3	13
33	0	17	27	85	58	44	41
58	98	0	38	96	78	76	73
98	85	73	0	54	24	30	97
94	47	59	81	0	32	17	32
35	51	13	63	27	0	31	77
8	74	34	98	30	52	0	1
85	21	58	22	70	60	97	0
M1
0	6	31	44	73	48	95	9
81	0	85	8	27	62	95	34
67	69	0	45	60	33	19	35
95	18	65	0	72	91	61	6
76	43	71	98	0	93	20	55
70	72	57	86	23	0	54	97
80	75	34	59	71	15	0	35
84	98	21	89	84	64	88	0
M2
0	1	77	7	88	70	13	98
8	0	71	95	74	82	29	66
45	8	0	34	21	47	80	89
43	37	24	0	83	1	39	88
24	28	81	27	0	88	96	9
3	67	44	41	60	0	2	2
10	79	59	68	8	90	0	84
99	24	12	18	6	51	57	0
M3
0	78	95	84	6	46	8	53
34	0	96	91	64	69	65	61
19	92	0	52	21	61	10	87
26	68	76	0	20	46	58	30
9	29	18	76	0	19	98	58
33	47	15	34	17	0	42	92
14	38	95	56	71	43	0	1
76	28	97	21	14	90	23	0
M4
0	12	59	37	21	84	62	62
46	0	12	75	81	9	2	58
48	32	0	4	19	47	83	21
82	59	50	0	31	29	2	42
50	22	9	38	0	91	30	98
99	99	16	30	30	0	69	31
68	45	65	59	87	89	0	14
80	96	8	38	60	64	55	0
