200  10  1
10
	0	79	1	52	2	91	3	67	4	95	5	26	6	80	7	93	8	81	9	61
	0	90	1	26	2	60	3	94	4	37	5	58	6	78	7	97	8	19	9	62
	0	47	1	80	2	26	3	73	4	56	5	74	6	62	7	86	8	38	9	7
	0	91	1	58	2	8	3	77	4	22	5	81	6	83	7	87	8	64	9	52
	0	47	1	6	2	32	3	55	4	53	5	62	6	90	7	46	8	39	9	76
	0	44	1	94	2	20	3	8	4	35	5	15	6	79	7	66	8	99	9	23
	0	67	1	92	2	74	3	57	4	90	5	35	6	88	7	79	8	32	9	82
	0	60	1	43	2	59	3	86	4	80	5	83	6	83	7	24	8	73	9	68
	0	99	1	89	2	42	3	22	4	18	5	64	6	56	7	10	8	48	9	63
	0	34	1	35	2	11	3	30	4	24	5	96	6	93	7	12	8	91	9	7
	0	68	1	74	2	60	3	73	4	31	5	11	6	79	7	70	8	38	9	64
	0	91	1	87	2	56	3	62	4	39	5	9	6	34	7	39	8	43	9	67
	0	82	1	95	2	10	3	72	4	99	5	12	6	82	7	13	8	95	9	27
	0	28	1	90	2	98	3	37	4	30	5	98	6	36	7	82	8	18	9	4
	0	42	1	30	2	69	3	65	4	14	5	64	6	55	7	91	8	42	9	41
	0	19	1	41	2	56	3	82	4	12	5	8	6	97	7	92	8	7	9	47
	0	80	1	43	2	92	3	28	4	13	5	62	6	2	7	27	8	4	9	90
	0	33	1	96	2	48	3	33	4	52	5	69	6	89	7	98	8	5	9	83
	0	97	1	92	2	80	3	43	4	6	5	33	6	75	7	45	8	99	9	89
	0	80	1	40	2	40	3	60	4	70	5	99	6	84	7	51	8	82	9	20
	0	24	1	12	2	5	3	89	4	44	5	48	6	6	7	64	8	1	9	10
	0	98	1	74	2	40	3	27	4	89	5	33	6	23	7	46	8	77	9	13
	0	36	1	86	2	2	3	33	4	77	5	17	6	47	7	56	8	70	9	22
	0	45	1	89	2	41	3	16	4	58	5	47	6	52	7	16	8	17	9	20
	0	79	1	84	2	43	3	32	4	93	5	95	6	81	7	24	8	57	9	9
	0	40	1	64	2	67	3	30	4	95	5	71	6	97	7	91	8	100	9	29
	0	7	1	6	2	35	3	97	4	60	5	59	6	64	7	65	8	23	9	41
	0	93	1	5	2	62	3	41	4	38	5	100	6	61	7	60	8	63	9	80
	0	17	1	97	2	34	3	81	4	90	5	30	6	100	7	100	8	18	9	1
	0	3	1	25	2	19	3	49	4	68	5	58	6	42	7	87	8	40	9	62
	0	44	1	89	2	59	3	92	4	92	5	45	6	82	7	99	8	32	9	100
	0	9	1	17	2	67	3	76	4	73	5	73	6	30	7	63	8	80	9	67
	0	62	1	2	2	25	3	28	4	8	5	12	6	29	7	40	8	6	9	34
	0	48	1	85	2	34	3	94	4	63	5	54	6	24	7	96	8	65	9	24
	0	78	1	6	2	66	3	2	4	31	5	100	6	17	7	72	8	49	9	67
	0	16	1	20	2	62	3	90	4	32	5	97	6	64	7	66	8	76	9	60
	0	31	1	25	2	94	3	5	4	45	5	51	6	72	7	65	8	17	9	33
	0	76	1	50	2	51	3	84	4	50	5	53	6	90	7	14	8	69	9	42
	0	38	1	45	2	11	3	11	4	57	5	100	6	83	7	70	8	55	9	1
	0	34	1	88	2	50	3	72	4	30	5	23	6	61	7	20	8	74	9	1
	0	41	1	36	2	96	3	25	4	88	5	54	6	47	7	41	8	83	9	48
	0	80	1	68	2	25	3	65	4	88	5	90	6	93	7	4	8	32	9	58
	0	34	1	18	2	100	3	45	4	57	5	78	6	55	7	65	8	99	9	26
	0	78	1	40	2	70	3	23	4	3	5	77	6	9	7	50	8	14	9	87
	0	7	1	26	2	46	3	66	4	68	5	56	6	90	7	12	8	27	9	16
	0	31	1	53	2	38	3	33	4	41	5	3	6	3	7	33	8	12	9	83
	0	10	1	56	2	10	3	62	4	89	5	51	6	70	7	9	8	16	9	19
	0	79	1	66	2	17	3	57	4	6	5	76	6	59	7	15	8	81	9	32
	0	20	1	87	2	24	3	19	4	84	5	75	6	94	7	86	8	95	9	18
