8  3  1
3
	0	41	1	88	2	11
	0	69	1	57	2	6
	0	55	1	71	2	52
	0	44	1	8	2	75
	0	3	1	77	2	54
	0	27	1	74	2	11
	0	45	1	70	2	41
	0	31	1	30	2	45
SSD
M0
0	33	4	41	4	7	31	15
4	0	45	9	34	11	30	35
36	25	0	38	40	41	9	8
27	16	17	0	5	23	44	45
15	29	40	19	0	23	32	25
15	25	45	22	22	0	37	31
21	18	46	38	2	18	0	46
26	14	25	40	41	5	48	0
M1
0	13	2	14	42	44	1	29
15	0	34	40	34	31	23	31
29	31	0	32	11	6	24	15
24	32	36	0	9	40	31	10
20	8	9	10	0	12	14	30
1	31	8	22	34	0	27	2
27	21	41	18	20	21	0	20
16	26	38	17	14	26	31	0
M2
0	12	41	29	3	36	32	7
2	0	8	48	45	33	37	38
44	24	0	41	34	38	18	38
16	40	30	0	44	36	17	5
24	35	13	25	0	25	34	13
5	41	3	33	28	0	7	19
4	43	18	35	8	12	0	45
49	23	19	39	16	43	1	0
