8  5  1
5
	0	19	1	18	2	51	3	16	4	92
	0	78	1	16	2	12	3	34	4	81
	0	50	1	23	2	48	3	73	4	68
	0	54	1	14	2	13	3	73	4	2
	0	14	1	69	2	8	3	93	4	67
	0	45	1	93	2	6	3	80	4	39
	0	16	1	32	2	8	3	65	4	24
	0	70	1	53	2	75	3	31	4	55
SSD
M0
0	80	75	37	78	10	44	101
68	0	25	19	21	49	83	58
104	85	0	97	80	4	6	12
74	47	21	0	88	7	95	107
22	79	114	63	0	111	82	32
1	61	71	120	6	0	61	32
73	54	51	91	41	73	0	107
118	124	86	62	80	34	120	0
M1
0	103	67	84	114	20	47	60
106	0	35	51	47	96	80	66
94	59	0	8	4	98	69	41
92	82	63	0	21	124	99	36
47	92	102	113	0	35	79	64
116	78	3	24	121	0	77	21
16	76	103	2	1	35	0	4
57	67	117	29	107	79	104	0
M2
0	65	38	109	49	54	93	23
27	0	121	33	95	89	66	97
119	95	0	32	18	52	59	82
56	90	114	0	74	112	69	69
94	79	94	60	0	41	32	16
105	85	21	90	11	0	111	93
108	107	84	1	49	81	0	17
54	77	70	9	114	17	108	0
M3
0	5	16	62	13	42	89	29
107	0	72	20	111	90	60	17
2	97	0	12	96	27	89	85
23	100	68	0	99	3	68	46
42	14	83	80	0	87	33	124
8	36	114	122	114	0	103	24
120	51	63	54	104	67	0	91
56	21	48	1	116	25	113	0
M4
0	41	100	60	77	5	49	116
92	0	4	109	78	87	87	24
77	13	0	28	54	75	65	97
59	21	79	0	4	32	2	95
113	5	38	86	0	51	66	19
42	14	93	97	85	0	65	109
113	1	67	78	57	49	0	58
105	62	118	78	42	24	44	0
