8  3  1
3
	0	14	1	91	2	97
	0	17	1	36	2	6
	0	72	1	12	2	97
	0	93	1	60	2	46
	0	57	1	62	2	43
	0	73	1	43	2	57
	0	91	1	51	2	29
	0	88	1	99	2	76
SSD
M0
0	7	2	2	3	8	1	1
7	0	1	4	1	5	3	9
3	9	0	2	1	8	3	7
3	5	9	0	5	1	1	2
4	7	8	1	0	8	6	9
3	3	3	5	4	0	4	5
1	1	2	1	6	4	0	5
3	2	3	7	8	5	8	0
M1
0	5	6	5	8	1	7	3
7	0	5	6	3	7	7	7
6	6	0	1	1	7	8	1
2	2	6	0	2	4	1	9
9	5	9	9	0	6	3	2
8	7	2	2	1	0	2	3
4	6	1	6	1	1	0	9
8	2	5	5	3	9	3	0
M2
0	9	3	4	3	5	9	6
9	0	2	5	4	8	8	4
2	4	0	7	6	2	1	6
6	8	8	0	9	3	1	6
3	7	7	5	0	5	4	2
3	6	6	2	6	0	3	2
2	7	6	9	6	1	0	7
6	9	8	8	2	4	7	0
