8  5  1
5
	0	3	1	79	2	77	3	87	4	54
	0	55	1	14	2	43	3	61	4	25
	0	71	1	58	2	94	3	73	4	90
	0	61	1	2	2	73	3	90	4	14
	0	24	1	71	2	39	3	56	4	76
	0	43	1	63	2	82	3	99	4	44
	0	59	1	22	2	64	3	57	4	61
	0	85	1	70	2	1	3	64	4	2
SSD
M0
0	8	7	1	9	3	1	1
2	0	5	8	7	8	1	7
7	8	0	1	9	5	9	4
5	1	9	0	7	7	8	2
9	1	3	2	0	5	9	5
2	4	9	4	6	0	7	2
3	7	3	1	9	6	0	5
5	1	5	1	5	8	4	0
M1
0	6	5	2	7	9	7	5
3	0	1	5	9	3	5	6
4	1	0	2	3	1	1	4
9	2	5	0	7	2	3	5
7	7	8	4	0	5	8	8
4	4	4	5	5	0	8	9
7	8	4	2	1	6	0	4
4	8	4	6	2	9	4	0
M2
0	9	5	5	9	6	3	2
9	0	6	6	4	5	5	3
9	5	0	7	6	7	3	2
2	1	5	0	1	2	4	7
9	3	9	1	0	2	2	6
6	1	8	1	7	0	6	4
2	5	7	1	6	4	0	8
8	3	6	2	8	7	8	0
M3
0	8	5	2	2	4	2	2
5	0	5	5	7	2	9	7
3	9	0	8	1	5	4	1
4	6	6	0	4	7	1	9
1	2	4	9	0	5	7	8
1	6	9	6	3	0	3	1
7	6	3	9	3	4	0	8
1	8	8	3	1	9	4	0
M4
0	8	5	4	7	9	7	6
7	0	9	6	9	4	3	5
6	7	0	8	9	7	4	6
9	1	1	0	4	8	2	5
2	9	2	4	0	4	9	9
6	1	5	2	7	0	2	2
7	6	5	4	6	5	0	5
5	4	1	7	3	7	8	0
