10  5  1
5
	0	84	1	57	2	10	3	30	4	20
	0	80	1	75	2	29	3	34	4	10
	0	52	1	51	2	67	3	92	4	90
	0	78	1	8	2	15	3	57	4	77
	0	91	1	71	2	60	3	58	4	100
	0	37	1	22	2	21	3	59	4	33
	0	82	1	38	2	82	3	67	4	16
	0	24	1	72	2	91	3	95	4	86
	0	25	1	5	2	20	3	70	4	70
	0	98	1	95	2	18	3	42	4	9
SSD
M0
0	26	12	38	22	9	26	36	46	39
26	0	33	7	10	37	47	45	1	39
33	45	0	13	2	31	29	9	9	48
15	34	35	0	42	29	42	18	14	40
49	48	16	37	0	22	5	36	33	46
38	34	2	17	40	0	13	7	10	40
10	41	44	25	8	25	0	3	24	38
48	4	15	45	30	40	1	0	10	13
9	23	23	35	47	21	42	23	0	4
11	36	15	11	43	28	2	24	36	0
M1
0	21	6	23	43	43	12	48	8	11
48	0	16	26	28	2	37	36	7	49
31	47	0	29	12	14	42	22	26	38
38	7	28	0	40	22	31	25	38	24
12	49	24	5	0	42	23	8	7	26
38	30	23	30	5	0	38	45	16	3
15	33	41	15	11	38	0	6	49	19
38	7	47	12	13	11	24	0	39	15
25	2	47	15	47	17	44	40	0	15
24	34	3	44	11	31	28	19	26	0
M2
0	44	44	28	49	24	16	44	33	34
16	0	27	30	11	45	1	1	13	6
29	36	0	22	18	9	27	5	21	19
36	48	25	0	34	25	5	46	20	17
3	10	23	33	0	14	6	11	45	18
9	10	8	28	28	0	47	4	41	13
42	27	10	18	12	8	0	13	21	20
42	3	24	16	2	37	4	0	46	48
35	18	31	28	48	14	2	27	0	18
17	23	32	16	9	23	31	31	22	0
M3
0	13	38	30	15	13	34	47	44	43
7	0	45	6	2	19	3	49	22	20
2	24	0	26	35	4	45	16	44	42
15	37	41	0	24	24	26	23	16	7
5	22	47	11	0	22	45	31	49	49
32	46	13	34	43	0	36	48	40	27
2	25	26	17	4	14	0	2	5	15
30	24	38	47	46	39	47	0	7	17
10	36	31	45	35	21	18	32	0	34
4	20	4	3	16	31	5	49	34	0
M4
0	19	16	9	13	4	11	44	42	11
34	0	15	23	29	44	9	6	21	28
28	9	0	39	45	8	37	32	2	25
37	4	24	0	19	38	42	9	33	2
14	46	41	25	0	3	22	34	30	13
14	13	35	7	10	0	30	19	8	4
4	14	13	7	27	44	0	31	10	12
30	11	3	28	1	41	33	0	35	10
30	13	5	19	7	32	6	16	0	34
26	21	15	42	22	38	35	11	36	0
