12  5  1
5
	0	13	1	31	2	47	3	77	4	79
	0	1	1	100	2	3	3	72	4	8
	0	32	1	94	2	26	3	43	4	88
	0	10	1	60	2	51	3	17	4	88
	0	30	1	15	2	84	3	8	4	45
	0	32	1	57	2	62	3	11	4	84
	0	32	1	58	2	30	3	12	4	24
	0	69	1	56	2	66	3	79	4	17
	0	95	1	75	2	48	3	50	4	98
	0	61	1	39	2	51	3	74	4	9
	0	50	1	81	2	40	3	38	4	35
	0	58	1	67	2	54	3	54	4	17
SSD
M0
0	2	40	13	47	37	46	35	27	2	47	6
8	0	37	9	39	42	33	27	14	49	8	11
36	38	0	34	14	1	8	30	44	49	19	7
19	9	31	0	23	47	37	48	18	47	20	16
39	4	40	3	0	17	40	15	37	29	3	22
4	23	37	17	34	0	24	39	47	32	20	33
35	2	24	38	8	22	0	26	47	37	29	16
5	24	18	20	30	22	47	0	43	6	7	38
42	43	27	27	3	28	44	34	0	5	24	32
31	45	17	34	5	15	15	46	15	0	9	36
14	19	26	40	42	40	45	16	18	33	0	42
43	25	31	35	22	34	20	41	12	1	42	0
M1
0	48	3	5	44	17	27	24	19	38	19	5
45	0	37	45	44	27	35	49	25	17	11	3
42	18	0	19	24	36	3	26	1	3	10	46
32	49	28	0	6	17	30	14	3	17	12	3
21	4	8	20	0	16	42	48	8	30	47	43
33	29	35	42	4	0	24	25	8	8	7	14
2	29	44	25	10	43	0	32	40	27	9	12
2	21	32	43	47	7	11	0	23	8	30	48
23	48	15	12	15	4	47	13	0	1	25	40
10	39	48	44	33	31	42	12	45	0	9	13
32	25	31	39	14	21	2	22	37	14	0	32
3	41	27	43	36	15	49	5	12	40	21	0
M2
0	37	42	49	31	37	22	2	7	29	38	1
15	0	42	14	33	20	23	37	36	1	21	31
29	13	0	22	4	11	47	47	40	26	2	27
18	27	10	0	15	21	5	1	7	14	46	17
46	32	25	28	0	34	4	34	11	31	11	12
47	31	19	46	33	0	14	45	20	29	38	42
13	20	7	27	1	49	0	41	8	48	45	16
28	46	5	22	32	21	18	0	32	15	42	20
16	29	44	35	39	34	41	18	0	42	43	27
38	37	22	42	36	48	18	46	18	0	28	4
5	46	16	39	23	24	25	10	48	34	0	36
12	37	34	17	29	7	24	3	2	28	16	0
M3
0	7	32	8	9	11	26	39	2	14	30	2
39	0	38	48	4	6	37	6	29	8	23	25
17	9	0	39	25	31	37	23	9	7	30	46
29	42	29	0	28	44	38	14	7	1	38	8
1	40	8	17	0	26	9	8	20	19	12	35
41	8	36	26	39	0	48	9	40	33	15	28
20	21	14	20	12	25	0	45	25	15	13	7
3	18	34	28	20	27	15	0	36	46	6	13
24	45	3	48	16	8	40	5	0	1	39	33
22	2	28	42	5	23	34	26	4	0	2	29
3	13	10	33	8	48	2	33	1	6	0	44
6	18	21	5	15	5	1	20	16	48	32	0
M4
0	38	30	18	22	35	28	17	21	22	23	12
33	0	13	38	37	41	9	11	3	5	31	39
27	4	0	35	48	15	48	21	9	4	18	39
16	40	49	0	33	26	28	41	46	41	35	1
13	18	30	27	0	18	49	6	43	47	38	33
28	16	32	38	7	0	27	11	13	5	34	9
20	9	19	17	49	28	0	43	2	43	47	10
3	22	2	7	1	12	6	0	13	13	37	18
3	1	29	8	43	10	9	33	0	22	15	27
23	2	10	18	36	25	25	45	30	0	35	14
20	25	17	47	36	28	49	45	37	32	0	37
39	23	8	1	38	49	9	15	22	44	15	0
