8  4  1
4
	0	45	1	46	2	92	3	59
	0	72	1	33	2	65	3	25
	0	83	1	52	2	12	3	52
	0	10	1	41	2	34	3	68
	0	14	1	95	2	31	3	59
	0	87	1	92	2	10	3	48
	0	8	1	70	2	85	3	89
	0	24	1	69	2	74	3	15
SSD
M0
0	7	6	1	5	6	8	1
9	0	9	3	2	7	6	6
5	7	0	5	6	1	6	3
3	1	6	0	3	1	2	6
8	6	3	2	0	3	8	2
6	5	1	4	2	0	3	2
9	2	7	7	1	6	0	5
3	2	5	8	9	9	1	0
M1
0	9	6	8	6	8	1	8
2	0	4	6	4	7	5	9
6	9	0	6	9	3	9	3
5	6	1	0	5	7	2	5
4	9	1	5	0	8	4	4
7	5	9	5	4	0	4	8
1	6	9	2	8	7	0	2
3	2	2	6	7	3	4	0
M2
0	2	4	6	3	7	6	5
7	0	3	1	3	2	5	2
8	1	0	6	8	3	5	6
1	4	4	0	7	7	5	6
3	7	3	3	0	2	9	9
4	6	2	8	6	0	2	4
9	3	9	8	4	6	0	4
3	4	6	4	5	9	6	0
M3
0	7	7	2	9	3	2	2
3	0	3	5	4	2	3	2
5	6	0	9	2	4	8	2
1	8	3	0	5	1	3	1
7	1	3	3	0	2	7	8
3	6	8	4	9	0	2	5
5	6	1	3	7	9	0	6
8	3	8	6	5	3	4	0
