150  30  1
30
	0	61	1	96	2	36	3	23	4	45	5	97	6	63	7	61	8	29	9	68	10	74	11	9	12	68	13	86	14	32	15	59	16	97	17	1	18	61	19	34	20	40	21	11	22	94	23	97	24	68	25	60	26	63	27	73	28	81	29	64
	0	32	1	67	2	16	3	90	4	76	5	45	6	24	7	31	8	66	9	7	10	53	11	61	12	5	13	71	14	29	15	51	16	35	17	43	18	35	19	87	20	8	21	46	22	19	23	29	24	71	25	34	26	90	27	87	28	40	29	10
	0	62	1	9	2	45	3	26	4	88	5	12	6	65	7	32	8	70	9	96	10	1	11	9	12	36	13	22	14	50	15	96	16	38	17	43	18	70	19	89	20	100	21	23	22	53	23	95	24	14	25	86	26	62	27	50	28	72	29	61
	0	74	1	31	2	92	3	42	4	45	5	39	6	51	7	65	8	100	9	21	10	49	11	60	12	97	13	50	14	70	15	56	16	28	17	7	18	3	19	26	20	50	21	9	22	46	23	6	24	68	25	79	26	5	27	30	28	4	29	76
	0	62	1	57	2	27	3	98	4	66	5	86	6	31	7	47	8	84	9	90	10	77	11	23	12	10	13	5	14	54	15	61	16	8	17	58	18	1	19	54	20	60	21	30	22	13	23	17	24	30	25	72	26	21	27	75	28	59	29	28
	0	8	1	96	2	65	3	40	4	12	5	98	6	16	7	27	8	24	9	88	10	78	11	68	12	87	13	27	14	85	15	27	16	40	17	27	18	59	19	13	20	76	21	15	22	83	23	49	24	13	25	30	26	23	27	95	28	75	29	33
	0	24	1	56	2	52	3	45	4	46	5	63	6	82	7	48	8	2	9	17	10	66	11	5	12	28	13	18	14	15	15	100	16	88	17	38	18	95	19	84	20	89	21	94	22	8	23	92	24	73	25	41	26	26	27	65	28	97	29	91
	0	88	1	83	2	31	3	8	4	86	5	10	6	24	7	70	8	40	9	88	10	21	11	69	12	16	13	41	14	38	15	100	16	42	17	82	18	18	19	61	20	29	21	20	22	25	23	62	24	93	25	15	26	69	27	27	28	50	29	41
	0	37	1	11	2	13	3	30	4	93	5	90	6	31	7	29	8	79	9	91	10	30	11	87	12	2	13	64	14	57	15	41	16	21	17	10	18	44	19	92	20	53	21	35	22	23	23	73	24	49	25	70	26	77	27	41	28	40	29	93
	0	100	1	79	2	34	3	49	4	100	5	56	6	8	7	23	8	77	9	92	10	47	11	48	12	45	13	39	14	4	15	42	16	91	17	51	18	97	19	87	20	93	21	27	22	57	23	13	24	27	25	34	26	1	27	57	28	48	29	53
	0	88	1	90	2	13	3	1	4	85	5	36	6	93	7	19	8	54	9	40	10	85	11	40	12	23	13	51	14	21	15	66	16	23	17	13	18	39	19	19	20	92	21	5	22	55	23	56	24	76	25	61	26	62	27	45	28	79	29	53
	0	40	1	61	2	49	3	30	4	47	5	31	6	99	7	42	8	30	9	55	10	94	11	92	12	86	13	67	14	59	15	98	16	41	17	16	18	84	19	45	20	44	21	96	22	43	23	79	24	92	25	28	26	39	27	60	28	20	29	1
	0	41	1	76	2	34	3	99	4	91	5	92	6	80	7	95	8	89	9	76	10	48	11	74	12	73	13	41	14	81	15	16	16	65	17	77	18	31	19	62	20	47	21	76	22	69	23	31	24	93	25	64	26	63	27	69	28	57	29	6
	0	61	1	46	2	99	3	34	4	55	5	32	6	15	7	18	8	8	9	19	10	77	11	88	12	76	13	65	14	19	15	64	16	42	17	84	18	9	19	66	20	64	21	7	22	5	23	2	24	97	25	79	26	93	27	52	28	19	29	80
	0	24	1	6	2	18	3	77	4	26	5	24	6	72	7	48	8	54	9	15	10	51	11	32	12	94	13	64	14	39	15	92	16	42	17	51	18	11	19	19	20	16	21	31	22	59	23	77	24	83	25	89	26	30	27	92	28	2	29	76
	0	10	1	37	2	18	3	84	4	93	5	43	6	51	7	30	8	1	9	64	10	75	11	51	12	47	13	63	14	77	15	32	16	58	17	97	18	37	19	7	20	1	21	19	22	72	23	26	24	79	25	27	26	38	27	63	28	94	29	28
	0	87	1	7	2	78	3	97	4	98	5	77	6	58	7	43	8	62	9	28	10	4	11	21	12	78	13	63	14	55	15	45	16	73	17	57	18	50	19	98	20	79	21	52	22	93	23	35	24	15	25	96	26	32	27	36	28	62	29	15
