10  3  1
3
	0	58	1	68	2	43
	0	15	1	11	2	88
	0	21	1	87	2	15
	0	13	1	40	2	78
	0	57	1	21	2	79
	0	82	1	74	2	59
	0	93	1	42	2	7
	0	51	1	49	2	9
	0	46	1	24	2	48
	0	11	1	32	2	46
SSD
M0
0	2	1	3	1	1	6	9	8	1
8	0	1	6	4	4	1	4	4	5
8	6	0	4	5	6	3	3	2	3
2	9	6	0	6	8	3	2	6	4
4	9	3	3	0	9	8	1	3	6
5	9	7	8	4	0	1	2	2	4
7	9	5	5	2	3	0	1	6	6
1	9	3	4	1	3	2	0	5	1
1	3	5	1	7	5	7	6	0	4
5	8	6	1	6	1	1	5	1	0
M1
0	2	2	8	1	8	9	6	6	5
9	0	6	3	1	1	9	1	6	6
7	2	0	8	8	5	2	9	9	5
7	2	5	0	9	1	9	3	8	2
7	2	4	7	0	9	2	4	8	8
5	2	3	1	8	0	3	6	6	1
2	5	1	1	3	2	0	2	3	3
4	6	1	3	1	3	7	0	2	9
7	3	3	4	1	6	6	1	0	9
4	3	2	3	5	1	7	1	5	0
M2
0	8	8	4	3	7	5	1	9	3
7	0	8	5	6	7	8	4	1	1
5	7	0	3	7	2	7	1	2	5
9	6	9	0	8	3	7	7	7	8
3	2	6	1	0	1	1	9	9	7
5	7	7	4	7	0	6	3	5	2
2	2	7	7	4	9	0	1	5	5
7	3	2	1	3	5	9	0	2	5
8	1	5	9	8	8	5	2	0	2
2	1	2	6	7	8	2	5	7	0
