8  5  1
5
	0	47	1	59	2	27	3	86	4	92
	0	35	1	65	2	17	3	66	4	7
	0	34	1	81	2	75	3	32	4	16
	0	58	1	21	2	49	3	22	4	13
	0	89	1	27	2	100	3	29	4	30
	0	14	1	4	2	87	3	35	4	2
	0	96	1	76	2	86	3	22	4	16
	0	90	1	26	2	20	3	49	4	53
SSD
M0
0	11	103	87	108	102	28	52
117	0	53	43	2	41	80	96
72	4	0	89	68	111	98	40
111	16	49	0	89	24	73	118
51	77	97	20	0	121	23	84
117	80	24	101	7	0	116	40
90	75	57	101	105	55	0	55
70	94	113	114	120	66	63	0
M1
0	57	114	67	44	104	39	116
60	0	22	107	85	59	38	19
106	110	0	55	35	70	53	59
51	102	115	0	49	10	4	70
83	29	5	103	0	70	27	119
21	104	17	7	48	0	19	56
73	22	32	84	32	52	0	88
62	86	123	79	91	25	49	0
M2
0	7	110	69	43	53	42	91
12	0	76	36	91	33	65	8
118	39	0	115	54	88	5	34
119	119	79	0	74	75	30	37
92	10	49	37	0	61	84	78
15	46	69	109	7	0	29	90
90	31	106	29	18	26	0	11
25	103	36	54	108	9	70	0
M3
0	5	81	35	10	50	113	66
72	0	41	3	124	2	1	100
119	60	0	20	65	90	61	76
112	104	66	0	102	3	20	56
21	110	117	28	0	7	8	104
107	8	100	52	88	0	99	48
108	51	23	82	81	21	0	23
5	61	20	49	61	119	31	0
M4
0	109	7	49	36	29	18	12
81	0	90	83	111	114	122	63
73	84	0	86	16	112	122	8
38	106	111	0	24	8	91	19
80	67	17	108	0	75	44	82
105	87	53	33	114	0	26	83
48	37	35	108	32	122	0	48
62	26	80	16	74	80	62	0
