10  3  1
3
	0	23	1	92	2	49
	0	34	1	22	2	38
	0	35	1	84	2	56
	0	48	1	25	2	2
	0	10	1	56	2	6
	0	27	1	29	2	40
	0	89	1	94	2	80
	0	39	1	81	2	67
	0	46	1	49	2	63
	0	22	1	86	2	55
SSD
M0
0	32	94	23	59	53	29	24	21	31
83	0	85	13	1	90	63	57	6	68
80	9	0	97	28	10	87	80	38	33
68	92	26	0	96	9	89	33	32	48
75	58	10	11	0	86	48	40	16	45
22	41	50	19	42	0	41	77	55	67
78	83	91	49	20	67	0	42	50	19
57	18	7	66	86	39	72	0	22	55
37	79	19	98	60	46	87	92	0	25
94	33	92	81	52	68	82	83	79	0
M1
0	84	83	87	9	12	42	8	16	3
88	0	11	47	35	67	34	82	33	44
44	91	0	30	60	78	24	37	87	42
47	97	6	0	45	9	17	92	98	94
21	16	21	7	0	73	62	4	88	58
25	52	62	97	74	0	89	63	76	37
1	80	89	89	49	46	0	15	36	83
19	12	11	42	75	70	50	0	90	82
71	99	78	27	31	69	84	27	0	38
48	86	41	23	26	84	66	85	12	0
M2
0	57	65	2	23	30	92	71	93	78
93	0	71	26	20	94	45	84	37	18
27	6	0	46	84	86	65	18	83	42
42	93	34	0	79	56	69	53	74	78
32	15	9	33	0	65	72	14	41	82
47	2	89	30	47	0	53	3	71	46
83	63	63	25	92	13	0	60	87	80
16	32	79	79	79	59	72	0	42	63
53	7	74	8	21	94	5	76	0	51
24	49	95	16	24	75	22	97	75	0
