8  4  1
4
	0	62	1	92	2	1	3	66
	0	30	1	62	2	54	3	67
	0	81	1	17	2	66	3	54
	0	84	1	60	2	44	3	63
	0	9	1	16	2	2	3	19
	0	28	1	19	2	9	3	40
	0	54	1	64	2	38	3	40
	0	23	1	16	2	1	3	7
SSD
M0
0	13	3	14	34	7	44	95
98	0	26	46	40	31	108	86
91	75	0	79	108	28	23	101
82	84	29	0	91	102	46	54
91	43	12	124	0	116	42	85
10	4	20	59	101	0	76	54
42	17	119	120	28	22	0	24
99	46	113	20	109	70	37	0
M1
0	79	10	26	38	65	71	10
28	0	27	92	113	43	45	24
31	7	0	71	62	37	74	113
97	78	31	0	18	33	107	93
17	39	118	119	0	105	91	58
36	102	32	3	50	0	15	59
113	11	5	89	48	46	0	29
73	34	32	106	18	103	92	0
M2
0	120	119	7	109	47	71	92
8	0	66	4	22	112	21	60
23	27	0	111	23	96	13	109
22	110	17	0	36	80	94	7
29	87	120	72	0	23	120	31
24	46	49	66	122	0	56	10
103	118	54	121	3	43	0	109
111	66	116	63	15	55	28	0
M3
0	6	59	89	20	104	92	42
89	0	54	95	89	49	51	84
77	77	0	113	112	44	63	101
10	26	64	0	59	4	22	111
49	33	59	4	0	44	98	70
3	96	24	58	15	0	51	29
84	115	79	54	3	46	0	104
49	19	110	103	100	76	53	0
