200  10  1
10
	0	79	1	8	2	70	3	32	4	59	5	11	6	74	7	54	8	83	9	55
	0	87	1	32	2	91	3	7	4	54	5	44	6	54	7	3	8	85	9	56
	0	28	1	100	2	94	3	66	4	16	5	59	6	12	7	34	8	59	9	60
	0	61	1	49	2	18	3	80	4	27	5	28	6	11	7	70	8	49	9	49
	0	40	1	15	2	8	3	70	4	95	5	72	6	6	7	71	8	36	9	5
	0	42	1	28	2	88	3	73	4	43	5	12	6	100	7	36	8	100	9	64
	0	44	1	93	2	19	3	93	4	72	5	49	6	88	7	100	8	40	9	89
	0	12	1	12	2	73	3	9	4	83	5	98	6	43	7	19	8	70	9	92
	0	63	1	27	2	52	3	38	4	24	5	69	6	40	7	45	8	43	9	39
	0	44	1	7	2	86	3	38	4	85	5	33	6	80	7	44	8	73	9	89
	0	39	1	75	2	77	3	43	4	64	5	93	6	76	7	70	8	94	9	73
	0	69	1	63	2	2	3	39	4	57	5	40	6	95	7	26	8	58	9	65
	0	34	1	43	2	4	3	7	4	83	5	28	6	19	7	1	8	86	9	29
	0	98	1	14	2	84	3	44	4	25	5	93	6	56	7	10	8	96	9	68
	0	36	1	27	2	47	3	40	4	29	5	52	6	96	7	65	8	45	9	95
	0	40	1	24	2	17	3	10	4	87	5	32	6	68	7	63	8	99	9	30
	0	44	1	10	2	75	3	68	4	35	5	32	6	9	7	65	8	48	9	94
	0	95	1	97	2	95	3	36	4	69	5	82	6	24	7	15	8	3	9	20
	0	98	1	41	2	98	3	24	4	96	5	94	6	44	7	78	8	6	9	4
	0	24	1	55	2	15	3	30	4	10	5	23	6	34	7	85	8	53	9	11
	0	96	1	67	2	75	3	93	4	27	5	19	6	19	7	51	8	80	9	16
	0	7	1	89	2	64	3	44	4	17	5	21	6	32	7	37	8	72	9	66
	0	94	1	78	2	16	3	12	4	69	5	72	6	5	7	26	8	5	9	63
	0	51	1	37	2	15	3	41	4	78	5	15	6	20	7	60	8	2	9	9
	0	92	1	83	2	33	3	34	4	33	5	95	6	50	7	20	8	43	9	70
	0	13	1	47	2	64	3	75	4	12	5	39	6	82	7	59	8	58	9	1
	0	55	1	43	2	65	3	2	4	78	5	15	6	95	7	51	8	97	9	6
	0	43	1	18	2	68	3	82	4	2	5	92	6	79	7	4	8	21	9	80
	0	7	1	12	2	56	3	94	4	78	5	50	6	75	7	75	8	40	9	50
	0	61	1	48	2	76	3	14	4	32	5	12	6	15	7	80	8	61	9	13
	0	13	1	68	2	89	3	45	4	21	5	19	6	27	7	76	8	59	9	91
	0	24	1	9	2	56	3	73	4	32	5	9	6	32	7	22	8	85	9	62
	0	34	1	47	2	2	3	44	4	41	5	79	6	54	7	28	8	15	9	15
	0	57	1	42	2	55	3	24	4	3	5	55	6	72	7	39	8	21	9	77
	0	12	1	92	2	25	3	69	4	83	5	51	6	20	7	22	8	57	9	74
	0	42	1	41	2	65	3	88	4	65	5	44	6	5	7	56	8	7	9	63
	0	23	1	86	2	9	3	4	4	43	5	11	6	74	7	18	8	50	9	24
	0	88	1	61	2	62	3	55	4	57	5	72	6	39	7	33	8	43	9	85
