8  4  1
4
	0	21	1	79	2	61	3	8
	0	21	1	25	2	83	3	3
	0	64	1	48	2	80	3	24
	0	85	1	33	2	12	3	27
	0	7	1	11	2	76	3	1
	0	74	1	35	2	90	3	62
	0	34	1	21	2	79	3	40
	0	55	1	43	2	53	3	46
SSD
M0
0	39	7	47	42	17	46	4
17	0	42	2	32	13	28	20
49	41	0	46	11	49	5	15
2	40	15	0	33	18	5	20
48	41	19	43	0	18	48	2
6	10	9	7	16	0	44	31
39	10	1	3	6	10	0	41
34	40	4	28	41	38	43	0
M1
0	45	32	28	42	37	27	27
32	0	38	43	38	43	32	42
18	2	0	5	7	28	10	38
20	46	2	0	45	28	17	5
3	45	35	21	0	22	7	26
38	42	37	40	11	0	48	43
3	46	22	49	40	5	0	16
20	40	32	34	10	5	48	0
M2
0	19	15	36	4	10	34	13
28	0	7	42	38	21	27	14
12	49	0	46	17	35	39	7
39	12	31	0	2	3	38	10
48	43	24	36	0	26	36	49
34	10	30	40	20	0	27	31
25	19	24	30	1	21	0	38
3	25	38	6	27	4	12	0
M3
0	14	33	7	39	9	21	7
49	0	36	4	9	17	6	17
18	30	0	35	11	23	23	28
41	26	48	0	30	11	10	46
30	35	23	5	0	34	35	5
32	7	27	17	23	0	21	47
11	12	41	32	36	16	0	15
16	37	36	6	35	22	5	0
