10  5  1
5
	0	53	1	14	2	84	3	76	4	11
	0	20	1	54	2	66	3	44	4	82
	0	17	1	65	2	46	3	37	4	94
	0	92	1	94	2	98	3	95	4	33
	0	36	1	36	2	43	3	13	4	35
	0	80	1	64	2	14	3	73	4	79
	0	79	1	32	2	86	3	97	4	87
	0	14	1	9	2	43	3	100	4	45
	0	25	1	58	2	76	3	52	4	66
	0	6	1	72	2	59	3	100	4	49
SSD
M0
0	120	10	117	114	63	28	85	44	80
107	0	54	92	115	74	85	21	17	84
100	41	0	51	11	27	44	66	109	36
83	116	87	0	78	53	123	5	55	82
69	73	13	32	0	118	101	24	45	90
80	69	104	5	97	0	24	103	48	19
120	82	116	49	66	61	0	119	64	115
75	112	122	85	14	10	2	0	65	59
28	98	103	35	20	86	74	122	0	55
14	61	68	97	23	27	50	49	62	0
M1
0	50	121	109	96	67	88	4	120	103
53	0	94	42	117	43	14	43	6	32
113	64	0	63	59	82	77	32	86	77
98	92	108	0	33	47	92	87	57	94
89	41	22	41	0	44	51	61	50	55
78	25	102	42	23	0	44	49	70	14
56	63	50	20	21	68	0	50	96	107
124	27	47	24	32	35	115	0	71	79
11	64	45	6	20	55	4	37	0	4
14	72	15	79	68	4	30	20	56	0
M2
0	106	10	18	21	57	10	41	109	33
72	0	77	108	114	94	19	101	85	19
42	40	0	13	78	37	28	46	2	19
43	11	69	0	9	90	42	1	123	67
35	13	50	26	0	69	67	90	52	45
100	5	5	118	75	0	35	22	108	56
15	104	28	112	16	119	0	90	58	4
97	59	123	4	92	62	43	0	73	62
83	58	17	89	63	21	66	69	0	109
37	46	39	91	18	40	52	40	16	0
M3
0	20	90	68	28	31	6	40	83	55
3	0	31	101	108	6	111	28	123	99
51	61	0	95	47	45	21	9	54	5
107	68	71	0	72	67	52	110	70	46
32	75	16	91	0	59	3	75	36	8
34	29	22	124	73	0	71	87	23	17
64	17	116	76	14	65	0	33	5	72
66	81	68	34	88	117	21	0	46	108
58	98	75	43	99	92	47	26	0	55
112	120	119	72	16	82	18	70	42	0
M4
0	25	102	97	88	79	121	24	90	75
36	0	60	13	88	98	103	90	30	35
67	19	0	93	88	25	57	123	91	8
36	39	22	0	84	59	65	25	29	75
92	36	117	41	0	119	57	52	51	2
25	5	81	56	23	0	73	45	54	74
89	105	66	90	8	22	0	25	25	5
35	31	109	71	112	77	49	0	47	19
21	99	73	89	44	107	84	97	0	17
113	8	43	33	38	1	69	111	113	0
