10  4  1
4
	0	71	1	77	2	1	3	42
	0	85	1	71	2	90	3	19
	0	14	1	30	2	7	3	67
	0	30	1	95	2	99	3	5
	0	18	1	98	2	79	3	33
	0	37	1	43	2	19	3	65
	0	94	1	18	2	18	3	37
	0	29	1	48	2	39	3	56
	0	18	1	96	2	31	3	76
	0	7	1	78	2	75	3	25
SSD
M0
0	23	25	17	43	2	39	42	22	25
4	0	26	6	30	37	44	20	41	29
41	25	0	20	16	23	17	45	35	27
20	34	30	0	14	48	22	26	30	9
7	49	33	44	0	47	37	37	7	39
14	47	15	39	27	0	26	14	28	32
26	28	22	45	3	17	0	38	43	36
49	2	27	29	35	14	23	0	39	30
16	17	2	26	32	2	11	49	0	39
22	2	37	43	21	12	6	15	43	0
M1
0	6	22	11	20	4	21	38	32	27
47	0	26	37	38	39	25	29	42	11
36	6	0	11	30	22	26	24	10	38
14	29	48	0	9	11	49	11	35	7
47	45	39	38	0	5	28	10	1	20
31	21	30	35	47	0	21	40	10	40
44	47	28	12	4	23	0	32	7	39
3	41	2	40	9	35	32	0	37	39
19	25	2	5	31	18	6	44	0	49
8	46	27	8	38	43	37	18	34	0
M2
0	42	42	37	27	49	40	41	48	44
38	0	22	14	47	21	48	2	1	22
32	12	0	34	18	6	4	15	43	37
8	33	44	0	21	34	26	48	21	12
32	17	2	45	0	7	14	43	2	13
15	44	31	25	8	0	41	26	16	15
18	36	19	24	16	10	0	11	9	36
29	44	49	20	11	36	43	0	27	24
30	12	25	29	3	46	30	2	0	8
49	36	24	13	19	1	41	42	11	0
M3
0	47	30	47	16	37	3	49	37	30
26	0	15	3	16	4	8	15	24	9
19	37	0	3	15	49	15	9	22	43
33	16	48	0	14	4	20	30	46	45
19	48	14	33	0	9	11	23	43	17
41	22	13	34	28	0	41	3	31	35
16	7	6	33	29	32	0	22	20	48
8	9	48	38	25	49	26	0	24	42
23	17	23	37	26	36	49	3	0	35
49	27	2	8	40	41	7	38	25	0
