8  4  1
4
	0	15	1	23	2	57	3	33
	0	78	1	40	2	16	3	13
	0	54	1	63	2	81	3	28
	0	20	1	32	2	46	3	54
	0	46	1	71	2	18	3	80
	0	19	1	98	2	87	3	33
	0	14	1	2	2	4	3	16
	0	92	1	82	2	39	3	97
SSD
M0
0	56	70	80	90	1	20	101
94	0	60	90	86	120	78	14
61	74	0	53	91	92	59	90
10	113	106	0	100	91	55	17
81	109	8	29	0	118	50	73
32	15	42	79	96	0	113	9
115	111	53	66	5	109	0	65
63	109	10	122	65	25	44	0
M1
0	113	21	118	32	28	83	25
81	0	33	12	7	85	95	71
91	2	0	110	40	78	116	108
58	40	96	0	77	104	62	60
36	34	56	86	0	69	19	79
36	44	19	47	51	0	6	50
87	64	53	81	110	102	0	3
1	43	32	74	52	92	87	0
M2
0	85	115	57	44	97	54	5
28	0	51	53	6	34	9	110
43	82	0	8	57	10	6	50
61	74	9	0	69	70	12	32
69	65	112	13	0	95	45	70
12	55	32	11	102	0	89	76
19	63	93	11	8	75	0	17
99	93	42	105	21	9	18	0
M3
0	32	36	40	79	4	72	78
53	0	121	15	71	113	9	15
47	108	0	39	28	49	67	11
78	88	57	0	23	42	23	24
90	109	27	116	0	62	51	119
40	79	1	116	17	0	64	69
25	91	36	68	53	36	0	73
81	82	27	13	1	80	53	0
