12  3  1
3
	0	84	1	53	2	14
	0	3	1	21	2	5
	0	31	1	65	2	2
	0	43	1	90	2	9
	0	10	1	57	2	94
	0	2	1	36	2	61
	0	58	1	5	2	64
	0	11	1	80	2	71
	0	86	1	45	2	44
	0	61	1	64	2	58
	0	74	1	57	2	100
	0	17	1	34	2	41
SSD
M0
0	105	111	31	64	58	40	64	90	8	71	43
108	0	25	116	12	12	73	106	33	107	85	21
56	14	0	115	52	118	19	78	71	44	23	107
78	51	53	0	111	102	120	55	104	48	101	4
99	20	77	86	0	74	62	55	90	86	29	49
44	24	78	57	53	0	102	77	71	73	38	100
57	8	74	109	102	45	0	104	68	106	63	7
17	32	86	105	52	12	59	0	90	33	37	103
97	38	78	79	97	76	38	77	0	5	16	93
80	59	38	7	107	104	26	26	38	0	116	13
8	91	47	16	86	104	28	99	80	36	0	45
24	6	9	94	29	104	6	93	53	44	108	0
M1
0	124	103	18	71	113	25	100	59	61	84	5
26	0	7	37	51	3	23	29	44	95	116	83
62	3	0	11	68	50	49	119	86	6	122	26
5	121	52	0	60	119	95	8	107	108	18	35
68	88	14	97	0	26	109	101	68	104	95	121
99	24	2	22	119	0	2	4	38	91	91	55
115	70	36	73	56	17	0	29	13	35	109	46
40	46	47	55	114	106	24	0	90	17	81	89
70	61	37	99	13	88	37	49	0	96	53	98
55	50	100	47	96	113	21	40	87	0	108	25
59	71	79	56	96	64	72	11	116	15	0	98
28	107	93	27	16	114	91	13	34	106	95	0
M2
0	28	1	39	9	30	32	9	25	27	72	51
82	0	13	53	38	77	89	71	51	46	62	104
113	48	0	25	103	92	6	11	17	102	63	61
24	24	18	0	83	117	40	75	51	101	106	55
93	91	81	105	0	96	20	110	104	54	45	54
10	88	63	7	20	0	83	12	108	112	31	3
21	16	90	24	96	111	0	33	50	25	31	6
14	58	101	90	10	44	112	0	50	27	49	117
29	119	107	49	44	11	77	56	0	109	98	74
20	123	46	14	104	55	124	67	112	0	6	26
104	51	109	26	4	120	37	24	85	108	0	12
22	104	74	30	119	20	114	13	53	4	49	0
