8  4  1
4
	0	65	1	49	2	66	3	47
	0	100	1	91	2	78	3	27
	0	57	1	9	2	91	3	17
	0	93	1	2	2	27	3	93
	0	29	1	93	2	63	3	35
	0	62	1	92	2	84	3	93
	0	16	1	100	2	45	3	53
	0	38	1	85	2	28	3	76
SSD
M0
0	24	36	99	90	13	49	33
40	0	97	11	45	43	42	96
41	6	0	2	80	99	81	73
32	18	98	0	46	54	4	66
9	64	93	46	0	39	55	23
64	95	64	81	68	0	66	38
33	78	54	89	77	84	0	9
61	85	74	29	59	41	17	0
M1
0	89	17	57	18	78	89	64
16	0	46	15	78	20	90	74
7	70	0	44	29	39	86	33
41	30	45	0	16	91	85	76
34	45	97	8	0	28	47	89
58	92	28	68	74	0	86	66
4	82	20	34	63	55	0	69
14	93	57	17	78	15	4	0
M2
0	93	65	59	29	79	74	2
80	0	5	92	27	65	29	15
59	17	0	11	99	31	56	88
11	75	84	0	38	9	73	7
76	91	68	79	0	21	17	64
48	36	47	37	98	0	19	91
44	46	2	44	6	34	0	78
41	90	23	87	85	40	72	0
M3
0	5	21	98	79	14	32	47
91	0	84	18	50	28	60	76
61	75	0	30	69	60	30	54
78	2	25	0	53	58	6	37
87	54	21	83	0	78	47	36
43	65	19	29	62	0	80	81
64	39	89	89	98	77	0	51
42	38	75	63	42	58	84	0
