10  3  1
3
	0	48	1	76	2	77
	0	90	1	57	2	25
	0	48	1	6	2	69
	0	82	1	21	2	81
	0	2	1	25	2	18
	0	51	1	89	2	93
	0	81	1	58	2	3
	0	31	1	99	2	99
	0	32	1	73	2	97
	0	90	1	50	2	31
SSD
M0
0	46	45	38	47	44	21	10	33	16
5	0	14	36	30	22	14	14	22	42
3	29	0	32	38	15	48	44	45	42
49	30	22	0	14	31	39	33	29	19
30	36	17	33	0	46	14	9	39	20
4	24	17	24	49	0	44	4	24	5
38	19	39	19	42	37	0	37	35	36
17	35	38	42	8	15	14	0	8	20
2	32	31	23	37	40	12	44	0	24
7	15	5	29	13	45	7	33	31	0
M1
0	9	38	8	43	25	6	41	17	42
1	0	30	27	44	23	16	2	33	17
25	17	0	38	15	1	37	22	47	22
1	12	14	0	21	30	27	49	15	29
42	24	35	35	0	9	18	16	1	43
40	22	3	8	9	0	11	42	40	39
9	27	42	29	36	5	0	18	9	47
3	25	22	15	4	29	44	0	22	24
39	12	26	9	24	37	49	4	0	41
41	8	49	36	24	25	27	19	31	0
M2
0	15	14	48	31	4	22	20	17	4
49	0	5	33	25	27	45	14	20	29
9	2	0	26	10	9	17	15	2	23
21	46	48	0	9	15	12	16	40	40
27	4	22	1	0	8	30	17	1	41
1	8	41	20	37	0	26	39	26	18
28	41	15	33	26	25	0	46	19	37
25	42	1	36	15	6	47	0	32	47
42	31	43	3	43	17	21	41	0	7
11	8	27	24	10	10	32	28	8	0
