150  25  1
25
	0	56	1	34	2	20	3	95	4	41	5	13	6	41	7	52	8	30	9	96	10	42	11	15	12	24	13	74	14	7	15	79	16	53	17	6	18	43	19	83	20	77	21	44	22	42	23	56	24	24
	0	29	1	18	2	19	3	55	4	62	5	75	6	42	7	9	8	8	9	10	10	71	11	54	12	2	13	48	14	46	15	46	16	60	17	86	18	90	19	97	20	16	21	60	22	36	23	69	24	28
	0	95	1	17	2	62	3	41	4	86	5	51	6	73	7	86	8	7	9	73	10	26	11	58	12	83	13	19	14	7	15	5	16	30	17	53	18	55	19	12	20	75	21	83	22	95	23	74	24	11
	0	32	1	13	2	82	3	20	4	32	5	96	6	73	7	18	8	74	9	12	10	12	11	55	12	35	13	85	14	10	15	5	16	45	17	89	18	96	19	25	20	88	21	77	22	4	23	53	24	37
	0	12	1	22	2	95	3	65	4	69	5	37	6	100	7	95	8	21	9	67	10	41	11	69	12	27	13	51	14	43	15	51	16	98	17	55	18	20	19	99	20	93	21	6	22	28	23	65	24	73
	0	64	1	27	2	15	3	30	4	94	5	21	6	72	7	50	8	97	9	26	10	18	11	93	12	12	13	57	14	32	15	80	16	3	17	70	18	24	19	40	20	84	21	72	22	96	23	51	24	55
	0	97	1	58	2	64	3	45	4	15	5	62	6	16	7	88	8	9	9	41	10	59	11	82	12	46	13	55	14	54	15	93	16	30	17	97	18	25	19	27	20	6	21	1	22	59	23	60	24	50
	0	53	1	95	2	8	3	79	4	9	5	57	6	86	7	47	8	54	9	96	10	61	11	27	12	69	13	64	14	34	15	87	16	83	17	41	18	85	19	11	20	39	21	65	22	54	23	17	24	82
	0	56	1	72	2	90	3	57	4	31	5	49	6	21	7	85	8	35	9	77	10	5	11	42	12	63	13	12	14	75	15	58	16	22	17	52	18	40	19	17	20	71	21	7	22	74	23	36	24	35
	0	37	1	68	2	25	3	81	4	12	5	40	6	81	7	10	8	3	9	74	10	60	11	78	12	20	13	15	14	30	15	84	16	53	17	65	18	98	19	70	20	87	21	34	22	63	23	7	24	81
	0	56	1	43	2	97	3	50	4	75	5	71	6	83	7	86	8	41	9	68	10	61	11	91	12	99	13	26	14	42	15	40	16	42	17	70	18	91	19	59	20	64	21	70	22	52	23	17	24	41
	0	32	1	40	2	51	3	20	4	93	5	50	6	74	7	94	8	82	9	12	10	47	11	93	12	35	13	9	14	91	15	24	16	72	17	17	18	2	19	39	20	80	21	42	22	65	23	100	24	50
	0	67	1	96	2	90	3	66	4	30	5	61	6	88	7	49	8	92	9	37	10	76	11	95	12	79	13	22	14	93	15	72	16	92	17	19	18	24	19	51	20	21	21	30	22	81	23	95	24	24
	0	46	1	48	2	28	3	33	4	27	5	72	6	64	7	13	8	97	9	15	10	57	11	90	12	94	13	28	14	8	15	2	16	63	17	89	18	45	19	59	20	79	21	15	22	53	23	23	24	28
	0	62	1	22	2	10	3	90	4	45	5	45	6	11	7	11	8	64	9	84	10	68	11	37	12	4	13	75	14	43	15	67	16	54	17	55	18	91	19	36	20	58	21	18	22	4	23	40	24	92
	0	45	1	87	2	64	3	40	4	66	5	96	6	73	7	94	8	24	9	49	10	76	11	22	12	83	13	67	14	76	15	65	16	88	17	35	18	71	19	62	20	53	21	76	22	50	23	16	24	51
	0	72	1	23	2	41	3	39	4	91	5	64	6	63	7	24	8	90	9	60	10	68	11	53	12	13	13	93	14	4	15	10	16	93	17	5	18	85	19	20	20	38	21	10	22	77	23	7	24	56
	0	69	1	32	2	63	3	44	4	31	5	8	6	13	7	55	8	4	9	12	10	85	11	12	12	24	13	26	14	34	15	32	16	13	17	22	18	58	19	81	20	68	21	69	22	10	23	82	24	8
	0	81	1	19	2	27	3	68	4	73	5	34	6	83	7	33	8	21	9	78	10	82	11	31	12	32	13	83	14	46	15	44	16	77	17	20	18	76	19	95	20	49	21	60	22	6	23	34	24	43
	0	27	1	16	2	13	3	65	4	33	5	37	6	31	7	24	8	96	9	97	10	97	11	68	12	88	13	1	14	33	15	55	16	67	17	36	18	14	19	83	20	82	21	32	22	19	23	11	24	58
	0	47	1	44	2	47	3	7	4	40	5	99	6	93	7	8	8	43	9	87	10	60	11	60	12	62	13	33	14	1	15	16	16	66	17	32	18	24	19	15	20	31	21	100	22	82	23	4	24	58
	0	80	1	54	2	6	3	84	4	21	5	60	6	68	7	49	8	24	9	79	10	12	11	94	12	45	13	54	14	48	15	91	16	83	17	19	18	53	19	45	20	89	21	68	22	98	23	13	24	95
	0	48	1	90	2	24	3	30	4	68	5	64	6	9	7	68	8	31	9	29	10	56	11	56	12	41	13	68	14	64	15	78	16	49	17	34	18	62	19	77	20	29	21	99	22	2	23	36	24	1
	0	47	1	56	2	87	3	50	4	11	5	71	6	2	7	93	8	10	9	64	10	83	11	2	12	22	13	57	14	58	15	98	16	100	17	85	18	44	19	40	20	28	21	30	22	40	23	8	24	62
