10  5  1
5
	0	96	1	46	2	46	3	58	4	56
	0	60	1	91	2	53	3	90	4	61
	0	12	1	56	2	79	3	62	4	64
	0	31	1	64	2	55	3	39	4	31
	0	25	1	82	2	49	3	67	4	66
	0	89	1	67	2	93	3	91	4	46
	0	26	1	74	2	89	3	62	4	93
	0	21	1	39	2	47	3	61	4	99
	0	1	1	82	2	10	3	46	4	72
	0	15	1	64	2	74	3	7	4	85
SSD
M0
0	9	11	20	22	8	40	26	11	12
11	0	38	36	43	4	21	42	10	14
34	14	0	12	14	2	3	22	13	22
6	16	39	0	36	2	13	11	10	30
13	19	11	42	0	46	22	25	24	38
10	3	5	48	37	0	13	26	10	37
22	4	40	28	46	37	0	33	41	20
24	28	20	7	7	38	36	0	14	35
20	5	24	49	15	14	20	37	0	47
20	38	43	29	11	15	27	15	14	0
M1
0	23	46	45	14	49	2	49	33	25
1	0	20	34	38	33	35	47	20	12
1	24	0	7	26	36	36	35	5	10
2	12	48	0	23	27	35	7	22	27
23	43	22	33	0	24	17	26	30	18
22	19	2	17	38	0	33	47	49	29
46	3	19	5	26	4	0	24	39	15
39	28	27	43	3	42	29	0	34	42
2	17	12	19	17	33	20	31	0	31
39	12	44	41	24	3	20	45	48	0
M2
0	38	35	39	16	14	33	18	47	2
13	0	13	7	24	18	47	21	19	20
24	42	0	11	16	48	9	44	26	27
5	30	30	0	14	46	41	42	27	38
16	8	34	37	0	46	32	46	46	28
9	43	5	21	28	0	12	19	36	46
21	22	48	4	7	38	0	2	13	14
15	16	45	34	12	39	22	0	24	1
38	33	5	34	29	1	13	3	0	30
14	28	28	14	27	15	34	5	37	0
M3
0	32	9	36	33	26	28	28	41	37
35	0	25	2	2	24	1	42	7	28
9	17	0	20	4	40	25	2	28	31
28	15	36	0	1	40	11	22	2	49
24	17	27	1	0	41	3	37	32	45
24	13	33	24	7	0	46	21	19	6
33	34	39	25	4	28	0	22	48	34
27	5	3	13	5	20	22	0	1	23
29	4	11	15	2	1	17	33	0	31
14	17	12	10	13	25	40	27	15	0
M4
0	15	23	2	24	17	12	29	43	31
31	0	21	37	18	32	15	21	6	14
33	35	0	14	20	9	18	44	30	28
38	16	16	0	29	42	22	21	38	47
16	9	2	8	0	19	1	24	15	37
26	40	31	5	6	0	20	41	18	21
40	3	3	3	6	48	0	42	12	40
42	8	43	31	36	12	34	0	46	29
34	19	15	16	47	32	25	7	0	10
30	7	15	48	14	12	24	8	44	0
