10  2  1
2
	0	16	1	15
	0	26	1	32
	0	99	1	13
	0	22	1	15
	0	92	1	80
	0	62	1	8
	0	89	1	31
	0	70	1	12
	0	19	1	9
	0	5	1	9
SSD
M0
0	57	104	49	103	28	60	74	29	50
102	0	64	14	26	42	40	46	47	50
18	3	0	79	110	33	111	100	101	40
28	2	96	0	13	45	117	118	115	46
113	24	92	22	0	48	59	47	72	31
64	79	41	91	71	0	14	120	123	71
118	29	86	21	116	28	0	10	47	70
70	52	98	16	35	88	72	0	102	27
24	114	51	4	114	36	17	37	0	54
120	84	13	58	78	54	24	120	99	0
M1
0	71	85	8	90	45	84	84	95	111
57	0	112	47	36	12	50	50	93	68
55	21	0	28	80	25	71	72	70	76
28	52	81	0	109	33	122	84	30	63
107	118	108	115	0	42	97	102	86	74
40	53	39	30	88	0	78	66	94	1
11	123	98	64	9	113	0	67	31	59
37	75	100	55	40	112	112	0	56	118
94	21	112	3	12	21	61	25	0	54
76	106	85	4	35	57	61	56	13	0
