Instance....: instances/I_50_10_S_1-124_5.txt
Algorithm...: Simulated Annealing (alpha=0.990, saMax=10M, t0=1)
Other params: maxIters=100M, seed=1, timeLimit=360.00s

    /--------------------------------------------------------\
    |     Iter |   RDP(%) |       S* |       S' |       Time | 
    |----------|----------|----------|----------|------------|
    |        0 |        - |      792 |      792 |       0.00 | s0
    |        0 |        - |      719 |      719 |       0.00 | *
    |        9 |        - |      648 |      648 |       0.02 | *
    |       11 |        - |      611 |      611 |       0.02 | *
    |       12 |        - |      597 |      597 |       0.02 | *
    |       18 |        - |      557 |      557 |       0.02 | *
    |       23 |        - |      522 |      522 |       0.02 | *
    |       24 |        - |      520 |      520 |       0.02 | *
    |       26 |        - |      511 |      511 |       0.02 | *
    |       28 |        - |      501 |      501 |       0.02 | *
    |       34 |        - |      497 |      497 |       0.03 | *
    |       37 |        - |      496 |      496 |       0.03 | *
    |       38 |        - |      493 |      493 |       0.03 | *
    |       51 |        - |      486 |      486 |       0.03 | *
    |       54 |        - |      477 |      477 |       0.03 | *
    |       57 |        - |      460 |      460 |       0.03 | *
    |       67 |        - |      447 |      447 |       0.03 | *
    |       70 |        - |      444 |      444 |       0.03 | *
    |       76 |        - |      437 |      437 |       0.03 | *
    |       85 |        - |      433 |      433 |       0.03 | *
    |       86 |        - |      425 |      425 |       0.03 | *
    |       98 |        - |      403 |      403 |       0.03 | *
    |      125 |        - |      395 |      395 |       0.03 | *
    |      130 |        - |      394 |      394 |       0.03 | *
    |      161 |        - |      383 |      383 |       0.03 | *
    |      166 |        - |      370 |      370 |       0.03 | *
    |      170 |        - |      368 |      368 |       0.03 | *
    |      175 |        - |      365 |      365 |       0.03 | *
    |      177 |        - |      358 |      358 |       0.03 | *
    |      178 |        - |      354 |      354 |       0.03 | *
    |      202 |        - |      352 |      352 |       0.04 | *
    |      223 |        - |      349 |      349 |       0.04 | *
    |      232 |        - |      333 |      333 |       0.04 | *
    |      236 |        - |      331 |      331 |       0.04 | *
    |      248 |        - |      328 |      328 |       0.04 | *
    |      262 |        - |      326 |      326 |       0.04 | *
    |      298 |        - |      323 |      323 |       0.04 | *
    |      305 |        - |      320 |      320 |       0.04 | *
    |      324 |        - |      317 |      317 |       0.04 | *
    |      331 |        - |      314 |      314 |       0.04 | *
    |      508 |        - |      300 |      300 |       0.04 | *
    |      520 |        - |      298 |      298 |       0.04 | *
    |      626 |        - |      295 |      295 |       0.04 | *
    |      634 |        - |      294 |      294 |       0.04 | *
    |      748 |        - |      289 |      289 |       0.04 | *
    |      751 |        - |      276 |      276 |       0.05 | *
    |      756 |        - |      273 |      273 |       0.05 | *
    |      886 |        - |      272 |      272 |       0.05 | *
    |      890 |        - |      271 |      271 |       0.05 | *
    |      909 |        - |      268 |      268 |       0.05 | *
    |      935 |        - |      261 |      261 |       0.05 | *
    |     1013 |        - |      260 |      260 |       0.05 | *
    |     1036 |        - |      259 |      259 |       0.05 | *
    |     1123 |        - |      250 |      250 |       0.05 | *
    |     1225 |        - |      248 |      248 |       0.05 | *
    |     1266 |        - |      235 |      235 |       0.05 | *
    |     1365 |        - |      226 |      226 |       0.05 | *
    |     1445 |        - |      222 |      222 |       0.05 | *
    |     1553 |        - |      221 |      221 |       0.05 | *
    |     1585 |        - |      219 |      219 |       0.05 | *
    |     1600 |        - |      216 |      216 |       0.05 | *
    |     1601 |        - |      213 |      213 |       0.05 | *
    |     1700 |        - |      208 |      208 |       0.05 | *
    |     1702 |        - |      207 |      207 |       0.05 | *
    |     1892 |        - |      205 |      205 |       0.06 | *
    |     2121 |        - |      204 |      204 |       0.06 | *
    |     2190 |        - |      200 |      200 |       0.06 | *
    |     2297 |        - |      198 |      198 |       0.06 | *
    |     2406 |        - |      194 |      194 |       0.06 | *
    |     2517 |        - |      193 |      193 |       0.06 | *
    |     4015 |        - |      190 |      190 |       0.07 | *
    |     4168 |        - |      189 |      189 |       0.07 | *
    |     4269 |        - |      185 |      185 |       0.07 | *
    |     4649 |        - |      181 |      181 |       0.07 | *
    |     4858 |        - |      176 |      176 |       0.07 | *
    |     4891 |        - |      175 |      175 |       0.07 | *
    |     4930 |        - |      174 |      174 |       0.07 | *
    |     7101 |        - |      173 |      173 |       0.08 | *
    |     7563 |        - |      167 |      167 |       0.08 | *
    |     7749 |        - |      165 |      165 |       0.08 | *
    |     8138 |        - |      160 |      160 |       0.08 | *
    |      11K |        - |      158 |      158 |       0.08 | *
    |      12K |        - |      155 |      155 |       0.09 | *
    |      19K |        - |      151 |      151 |       0.10 | *
    |      20K |        - |      149 |      149 |       0.10 | *
    |      20K |        - |      148 |      148 |       0.10 | *
    |      29K |        - |      147 |      147 |       0.11 | *
    |      36K |        - |      146 |      146 |       0.13 | *
    |      59K |        - |      144 |      144 |       0.16 | *
    |      60K |        - |      143 |      143 |       0.16 | *
    |     180K |        - |      142 |      142 |       0.38 | *
    |     216K |        - |      139 |      139 |       0.43 | *
    |     222K |        - |      137 |      137 |       0.43 | *
